Accession,Title,Sample Type,Taxonomy,Channels,Platform,Series,Supplementary Types,Supplementary Links,SRA Accession,Contact,Release Date
GSM7760039,"rna-seq_skm-gn_training_female_1w_biological_rep2_vial_90560015512","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997188",SRX20997188,"Euan Ashley","Sep 30, 2023"
GSM7760040,"rna-seq_skm-gn_training_female_1w_biological_rep3_vial_90564015512","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997211",SRX20997211,"Euan Ashley","Sep 30, 2023"
GSM7760041,"rna-seq_skm-gn_training_female_1w_biological_rep4_vial_90567015512","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997438",SRX20997438,"Euan Ashley","Sep 30, 2023"
GSM7760042,"rna-seq_skm-gn_training_female_1w_biological_rep5_vial_90571015512","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997192",SRX20997192,"Euan Ashley","Sep 30, 2023"
GSM7760043,"rna-seq_skm-gn_training_female_2w_biological_rep1_vial_90576015512","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997193",SRX20997193,"Euan Ashley","Sep 30, 2023"
GSM7760044,"rna-seq_skm-gn_training_female_2w_biological_rep2_vial_90578015512","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997194",SRX20997194,"Euan Ashley","Sep 30, 2023"
GSM7760045,"rna-seq_skm-gn_training_female_2w_biological_rep3_vial_90581015512","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997195",SRX20997195,"Euan Ashley","Sep 30, 2023"
GSM7760046,"rna-seq_skm-gn_training_female_2w_biological_rep4_vial_90585015512","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997197",SRX20997197,"Euan Ashley","Sep 30, 2023"
GSM7760047,"rna-seq_skm-gn_training_female_2w_biological_rep5_vial_90587015512","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997198",SRX20997198,"Euan Ashley","Sep 30, 2023"
GSM7760048,"rna-seq_skm-vl_control_male_8w_biological_rep1_vial_90217015603","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997199",SRX20997199,"Euan Ashley","Sep 30, 2023"
GSM7760049,"rna-seq_skm-vl_training_male_8w_biological_rep1_vial_90218015603","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997200",SRX20997200,"Euan Ashley","Sep 30, 2023"
GSM7760050,"rna-seq_skm-vl_training_male_8w_biological_rep2_vial_90222015603","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997201",SRX20997201,"Euan Ashley","Sep 30, 2023"
GSM7760051,"rna-seq_skm-vl_training_male_8w_biological_rep3_vial_90223015603","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997202",SRX20997202,"Euan Ashley","Sep 30, 2023"
GSM7760052,"rna-seq_skm-vl_training_male_8w_biological_rep4_vial_90225015603","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997203",SRX20997203,"Euan Ashley","Sep 30, 2023"
GSM7760053,"rna-seq_skm-vl_training_male_8w_biological_rep5_vial_90227015603","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997204",SRX20997204,"Euan Ashley","Sep 30, 2023"
GSM7760054,"rna-seq_skm-vl_control_male_8w_biological_rep2_vial_90229015603","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997205",SRX20997205,"Euan Ashley","Sep 30, 2023"
GSM7760055,"rna-seq_skm-vl_control_male_8w_biological_rep3_vial_90232015603","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997206",SRX20997206,"Euan Ashley","Sep 30, 2023"
GSM7760056,"rna-seq_skm-vl_control_male_8w_biological_rep4_vial_90237015603","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997207",SRX20997207,"Euan Ashley","Sep 30, 2023"
GSM7760057,"rna-seq_skm-vl_control_male_8w_biological_rep5_vial_90239015603","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997208",SRX20997208,"Euan Ashley","Sep 30, 2023"
GSM7760058,"rna-seq_skm-vl_control_female_8w_biological_rep1_vial_90245015603","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997209",SRX20997209,"Euan Ashley","Sep 30, 2023"
GSM7760059,"rna-seq_skm-vl_control_female_8w_biological_rep2_vial_90248015603","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997210",SRX20997210,"Euan Ashley","Sep 30, 2023"
GSM7760060,"rna-seq_skm-vl_training_female_8w_biological_rep1_vial_90251015603","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997459",SRX20997459,"Euan Ashley","Sep 30, 2023"
GSM7760061,"rna-seq_skm-vl_control_female_8w_biological_rep3_vial_90252015603","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997893",SRX20997893,"Euan Ashley","Sep 30, 2023"
GSM7760062,"rna-seq_skm-vl_training_female_8w_biological_rep2_vial_90254015603","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997308",SRX20997308,"Euan Ashley","Sep 30, 2023"
GSM7760063,"rna-seq_skm-vl_training_female_8w_biological_rep3_vial_90258015603","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997441",SRX20997441,"Euan Ashley","Sep 30, 2023"
GSM7760064,"rna-seq_skm-vl_training_female_8w_biological_rep4_vial_90259015603","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997442",SRX20997442,"Euan Ashley","Sep 30, 2023"
GSM7760065,"rna-seq_skm-vl_control_female_8w_biological_rep4_vial_90265015603","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997443",SRX20997443,"Euan Ashley","Sep 30, 2023"
GSM7760066,"rna-seq_skm-vl_control_female_8w_biological_rep5_vial_90266015603","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997444",SRX20997444,"Euan Ashley","Sep 30, 2023"
GSM7760067,"rna-seq_skm-vl_training_female_8w_biological_rep5_vial_90267015603","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997445",SRX20997445,"Euan Ashley","Sep 30, 2023"
GSM7760068,"rna-seq_skm-vl_training_male_4w_biological_rep1_vial_90280015603","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997446",SRX20997446,"Euan Ashley","Sep 30, 2023"
GSM7760069,"rna-seq_skm-vl_training_male_4w_biological_rep2_vial_90281015603","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997447",SRX20997447,"Euan Ashley","Sep 30, 2023"
GSM7760070,"rna-seq_skm-vl_training_male_4w_biological_rep3_vial_90283015603","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997448",SRX20997448,"Euan Ashley","Sep 30, 2023"
GSM7760071,"rna-seq_skm-vl_training_male_4w_biological_rep4_vial_90289015603","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997449",SRX20997449,"Euan Ashley","Sep 30, 2023"
GSM7760072,"rna-seq_skm-vl_training_male_4w_biological_rep5_vial_90292015603","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997450",SRX20997450,"Euan Ashley","Sep 30, 2023"
GSM7760073,"rna-seq_skm-vl_training_female_4w_biological_rep1_vial_90406015603","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997452",SRX20997452,"Euan Ashley","Sep 30, 2023"
GSM7760074,"rna-seq_skm-vl_training_female_4w_biological_rep2_vial_90410015603","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997453",SRX20997453,"Euan Ashley","Sep 30, 2023"
GSM7760075,"rna-seq_skm-vl_training_female_4w_biological_rep3_vial_90412015603","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997454",SRX20997454,"Euan Ashley","Sep 30, 2023"
GSM7760076,"rna-seq_skm-vl_training_female_4w_biological_rep4_vial_90416015603","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997455",SRX20997455,"Euan Ashley","Sep 30, 2023"
GSM7760077,"rna-seq_skm-vl_training_female_4w_biological_rep5_vial_90420015603","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997456",SRX20997456,"Euan Ashley","Sep 30, 2023"
GSM7760078,"rna-seq_skm-vl_training_male_1w_biological_rep1_vial_90421015603","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997457",SRX20997457,"Euan Ashley","Sep 30, 2023"
GSM7760079,"rna-seq_skm-vl_training_male_1w_biological_rep2_vial_90422015603","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997458",SRX20997458,"Euan Ashley","Sep 30, 2023"
GSM7760080,"rna-seq_skm-vl_training_male_1w_biological_rep3_vial_90423015603","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997460",SRX20997460,"Euan Ashley","Sep 30, 2023"
GSM7760081,"rna-seq_skm-vl_training_male_1w_biological_rep4_vial_90426015603","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997331",SRX20997331,"Euan Ashley","Sep 30, 2023"
GSM7760082,"rna-seq_skm-vl_training_male_1w_biological_rep5_vial_90430015603","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997212",SRX20997212,"Euan Ashley","Sep 30, 2023"
GSM7760083,"rna-seq_skm-vl_training_male_2w_biological_rep1_vial_90439015603","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997311",SRX20997311,"Euan Ashley","Sep 30, 2023"
GSM7760084,"rna-seq_skm-vl_training_male_2w_biological_rep2_vial_90441015603","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997312",SRX20997312,"Euan Ashley","Sep 30, 2023"
GSM7760085,"rna-seq_skm-vl_training_male_2w_biological_rep3_vial_90444015603","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997313",SRX20997313,"Euan Ashley","Sep 30, 2023"
GSM7760086,"rna-seq_skm-vl_training_male_2w_biological_rep4_vial_90449015603","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997314",SRX20997314,"Euan Ashley","Sep 30, 2023"
GSM7760087,"rna-seq_skm-vl_training_male_2w_biological_rep5_vial_90450015603","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997315",SRX20997315,"Euan Ashley","Sep 30, 2023"
GSM7760088,"rna-seq_skm-vl_training_female_1w_biological_rep1_vial_90559015603","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997316",SRX20997316,"Euan Ashley","Sep 30, 2023"
GSM7760089,"rna-seq_skm-vl_training_female_1w_biological_rep2_vial_90560015603","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997317",SRX20997317,"Euan Ashley","Sep 30, 2023"
GSM7760090,"rna-seq_skm-vl_training_female_1w_biological_rep3_vial_90564015603","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997318",SRX20997318,"Euan Ashley","Sep 30, 2023"
GSM7760091,"rna-seq_skm-vl_training_female_1w_biological_rep4_vial_90567015603","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997319",SRX20997319,"Euan Ashley","Sep 30, 2023"
GSM7760092,"rna-seq_skm-vl_training_female_1w_biological_rep5_vial_90571015603","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997320",SRX20997320,"Euan Ashley","Sep 30, 2023"
GSM7760093,"rna-seq_skm-vl_training_female_2w_biological_rep1_vial_90576015603","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997322",SRX20997322,"Euan Ashley","Sep 30, 2023"
GSM7760094,"rna-seq_skm-vl_training_female_2w_biological_rep2_vial_90578015603","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997323",SRX20997323,"Euan Ashley","Sep 30, 2023"
GSM7760095,"rna-seq_skm-vl_training_female_2w_biological_rep3_vial_90581015603","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997324",SRX20997324,"Euan Ashley","Sep 30, 2023"
GSM7760096,"rna-seq_skm-vl_training_female_2w_biological_rep4_vial_90585015603","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997326",SRX20997326,"Euan Ashley","Sep 30, 2023"
GSM7760097,"rna-seq_skm-vl_training_female_2w_biological_rep5_vial_90587015603","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997327",SRX20997327,"Euan Ashley","Sep 30, 2023"
GSM7760098,"rna-seq_heart_control_male_8w_biological_rep1_vial_90217015803","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997328",SRX20997328,"Euan Ashley","Sep 30, 2023"
GSM7760099,"rna-seq_heart_training_male_8w_biological_rep1_vial_90218015803","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997329",SRX20997329,"Euan Ashley","Sep 30, 2023"
GSM7760100,"rna-seq_heart_training_male_8w_biological_rep2_vial_90222015803","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997330",SRX20997330,"Euan Ashley","Sep 30, 2023"
GSM7760101,"rna-seq_heart_training_male_8w_biological_rep3_vial_90223015803","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997229",SRX20997229,"Euan Ashley","Sep 30, 2023"
GSM7760102,"rna-seq_heart_training_male_8w_biological_rep4_vial_90225015803","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997230",SRX20997230,"Euan Ashley","Sep 30, 2023"
GSM7760103,"rna-seq_heart_training_male_8w_biological_rep5_vial_90227015803","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997213",SRX20997213,"Euan Ashley","Sep 30, 2023"
GSM7760104,"rna-seq_heart_control_male_8w_biological_rep2_vial_90229015803","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997214",SRX20997214,"Euan Ashley","Sep 30, 2023"
GSM7760105,"rna-seq_heart_control_male_8w_biological_rep3_vial_90232015803","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997215",SRX20997215,"Euan Ashley","Sep 30, 2023"
GSM7760106,"rna-seq_heart_control_male_8w_biological_rep4_vial_90237015803","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997216",SRX20997216,"Euan Ashley","Sep 30, 2023"
GSM7760107,"rna-seq_heart_control_male_8w_biological_rep5_vial_90239015803","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997217",SRX20997217,"Euan Ashley","Sep 30, 2023"
GSM7760108,"rna-seq_heart_control_female_8w_biological_rep1_vial_90245015803","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997218",SRX20997218,"Euan Ashley","Sep 30, 2023"
GSM7760109,"rna-seq_heart_control_female_8w_biological_rep2_vial_90248015803","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997219",SRX20997219,"Euan Ashley","Sep 30, 2023"
GSM7760110,"rna-seq_heart_training_female_8w_biological_rep1_vial_90251015803","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997220",SRX20997220,"Euan Ashley","Sep 30, 2023"
GSM7760111,"rna-seq_heart_control_female_8w_biological_rep3_vial_90252015803","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997221",SRX20997221,"Euan Ashley","Sep 30, 2023"
GSM7760112,"rna-seq_heart_training_female_8w_biological_rep2_vial_90254015803","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997222",SRX20997222,"Euan Ashley","Sep 30, 2023"
GSM7760113,"rna-seq_heart_training_female_8w_biological_rep3_vial_90258015803","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997224",SRX20997224,"Euan Ashley","Sep 30, 2023"
GSM7760114,"rna-seq_heart_training_female_8w_biological_rep4_vial_90259015803","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997225",SRX20997225,"Euan Ashley","Sep 30, 2023"
GSM7760115,"rna-seq_heart_control_female_8w_biological_rep4_vial_90265015803","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997226",SRX20997226,"Euan Ashley","Sep 30, 2023"
GSM7760116,"rna-seq_heart_control_female_8w_biological_rep5_vial_90266015803","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997227",SRX20997227,"Euan Ashley","Sep 30, 2023"
GSM7760117,"rna-seq_heart_training_female_8w_biological_rep5_vial_90267015803","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997228",SRX20997228,"Euan Ashley","Sep 30, 2023"
GSM7760118,"rna-seq_heart_training_male_4w_biological_rep1_vial_90280015803","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997818",SRX20997818,"Euan Ashley","Sep 30, 2023"
GSM7760119,"rna-seq_heart_training_male_4w_biological_rep2_vial_90281015803","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997819",SRX20997819,"Euan Ashley","Sep 30, 2023"
GSM7760120,"rna-seq_heart_training_male_4w_biological_rep3_vial_90283015803","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997820",SRX20997820,"Euan Ashley","Sep 30, 2023"
